order_id,customer_id,order_date,order_status,subtotal,shipping_cost,final_amount
ORD_00001096,CUST_000822,2024-12-30,완료,541800,0,541800
ORD_00001097,CUST_000906,2024-08-05,완료,3600700,0,3600700
ORD_00001098,CUST_000081,2024-09-06,완료,694000,0,694000
ORD_00001099,CUST_000831,2024-10-08,완료,228000,0,228000
ORD_00001100,CUST_000075,2024-02-02,완료,1608000,0,1608000
ORD_00001101,CUST_000801,2024-12-11,완료,131750,0,131750
ORD_00001102,CUST_000900,2023-12-07,완료,571000,0,571000
ORD_00001103,CUST_000370,2024-12-05,완료,309700,0,309700
ORD_00001104,CUST_000580,2024-11-13,완료,138000,0,138000
ORD_00001105,CUST_000590,2023-03-11,완료,769500,0,769500
ORD_00001106,CUST_000520,2024-09-15,완료,3348000,0,3348000
ORD_00001107,CUST_000146,2024-01-27,완료,1077000,0,1077000
ORD_00001108,CUST_000830,2023-08-27,완료,5407800,0,5407800
ORD_00001109,CUST_000506,2024-12-22,완료,1503000,0,1503000
ORD_00001110,CUST_000583,2023-08-27,완료,524100,0,524100
ORD_00001111,CUST_000346,2023-05-08,취소,353400,0,353400
ORD_00001112,CUST_000164,2023-08-31,완료,3688000,0,3688000
ORD_00001113,CUST_000085,2023-09-07,완료,338100,0,338100
ORD_00001114,CUST_000598,2023-03-23,완료,76000,0,76000
ORD_00001115,CUST_000179,2023-05-21,완료,277200,0,277200
ORD_00001116,CUST_000422,2024-05-25,배송중,152000,0,152000
ORD_00001117,CUST_000133,2023-07-26,완료,80000,0,80000
ORD_00001118,CUST_000766,2023-07-29,완료,1288650,0,1288650
ORD_00001119,CUST_000513,2024-09-04,완료,570200,0,570200
ORD_00001120,CUST_000486,2023-12-03,완료,112700,0,112700
ORD_00001121,CUST_000514,2023-10-12,완료,2428000,0,2428000
ORD_00001122,CUST_000100,2024-10-21,완료,876000,0,876000
ORD_00001123,CUST_000301,2024-02-29,완료,583950,0,583950
ORD_00001124,CUST_000273,2023-10-23,완료,298000,0,298000
ORD_00001125,CUST_000662,2023-08-23,완료,395250,0,395250
ORD_00001126,CUST_000074,2023-12-06,완료,138000,0,138000
ORD_00001127,CUST_000291,2023-09-06,완료,289000,0,289000
ORD_00001128,CUST_000779,2024-07-06,취소,192000,0,192000
ORD_00001129,CUST_000077,2024-11-11,완료,290000,0,290000
ORD_00001130,CUST_000170,2024-12-04,완료,3756500,0,3756500
ORD_00001131,CUST_000454,2024-09-14,완료,708100,0,708100
ORD_00001132,CUST_000685,2023-11-26,완료,3160850,0,3160850
ORD_00001133,CUST_000333,2024-10-06,완료,667000,0,667000
ORD_00001134,CUST_000804,2023-03-08,완료,162000,0,162000
ORD_00001135,CUST_000421,2023-03-13,완료,94500,0,94500
ORD_00001136,CUST_000079,2023-02-23,완료,39000,3000,42000
ORD_00001137,CUST_000152,2023-05-25,완료,185000,0,185000
ORD_00001138,CUST_000336,2023-05-09,완료,1577000,0,1577000
ORD_00001139,CUST_000380,2023-06-27,완료,2248650,0,2248650
ORD_00001140,CUST_000152,2023-07-29,배송중,2475000,0,2475000
ORD_00001141,CUST_000607,2024-06-03,완료,120000,0,120000
ORD_00001142,CUST_000572,2024-03-12,완료,618000,0,618000
ORD_00001143,CUST_000578,2024-04-23,완료,204000,0,204000
ORD_00001144,CUST_000027,2023-06-18,완료,558000,0,558000
ORD_00001145,CUST_000682,2023-07-22,완료,1245000,0,1245000
ORD_00001146,CUST_000057,2024-03-10,완료,1214000,0,1214000
ORD_00001147,CUST_000277,2024-09-12,완료,229850,0,229850
ORD_00001148,CUST_000316,2023-10-20,완료,360000,0,360000
ORD_00001149,CUST_000103,2024-04-04,완료,8888000,0,8888000
ORD_00001150,CUST_000108,2024-05-07,완료,592000,0,592000
ORD_00001151,CUST_000214,2024-02-12,완료,353400,0,353400
ORD_00001152,CUST_000646,2023-06-21,완료,318000,0,318000
ORD_00001153,CUST_000201,2024-03-27,완료,370000,0,370000
ORD_00001154,CUST_000394,2024-06-01,완료,741000,0,741000
ORD_00001155,CUST_000766,2024-03-19,완료,161000,0,161000
ORD_00001156,CUST_000944,2024-05-08,완료,919000,0,919000
ORD_00001157,CUST_000556,2024-01-26,완료,2852600,0,2852600
ORD_00001158,CUST_000727,2023-03-27,완료,1801200,0,1801200
ORD_00001159,CUST_000725,2023-06-06,완료,2041000,0,2041000
ORD_00001160,CUST_000746,2023-09-21,완료,452000,0,452000
ORD_00001161,CUST_000400,2024-04-19,완료,3685100,0,3685100
ORD_00001162,CUST_000918,2024-01-20,완료,3975450,0,3975450
ORD_00001163,CUST_000778,2024-05-07,취소,484400,0,484400
ORD_00001164,CUST_000995,2023-05-20,완료,882000,0,882000
ORD_00001165,CUST_000954,2024-04-25,완료,763000,0,763000
ORD_00001166,CUST_000359,2023-07-14,완료,1189000,0,1189000
ORD_00001167,CUST_000481,2024-05-27,완료,1518000,0,1518000
ORD_00001168,CUST_000465,2024-01-19,완료,2236000,0,2236000
ORD_00001169,CUST_000191,2024-03-01,완료,624400,0,624400
ORD_00001170,CUST_000937,2024-01-18,완료,389300,0,389300
ORD_00001171,CUST_000277,2024-05-16,취소,2490000,0,2490000
ORD_00001172,CUST_000521,2024-10-18,완료,510750,0,510750
ORD_00001173,CUST_000518,2023-03-14,취소,1439000,0,1439000
ORD_00001174,CUST_000474,2023-05-08,완료,1124000,0,1124000
ORD_00001175,CUST_000747,2023-06-16,완료,3155600,0,3155600
ORD_00001176,CUST_000457,2023-09-19,배송중,6196500,0,6196500
ORD_00001177,CUST_000223,2023-12-23,완료,8995200,0,8995200
ORD_00001178,CUST_000747,2024-10-12,완료,4123200,0,4123200
ORD_00001179,CUST_000968,2023-03-01,완료,2001000,0,2001000
ORD_00001180,CUST_000217,2024-01-30,완료,184000,0,184000
ORD_00001181,CUST_000845,2023-09-10,완료,2122000,0,2122000
ORD_00001182,CUST_000650,2024-05-04,완료,2736000,0,2736000
ORD_00001183,CUST_000898,2024-10-08,완료,741000,0,741000
ORD_00001184,CUST_000139,2024-11-23,완료,1577000,0,1577000
ORD_00001185,CUST_000566,2024-12-15,완료,750000,0,750000
ORD_00001186,CUST_000112,2024-10-22,배송중,273000,0,273000
ORD_00001187,CUST_000688,2023-09-25,완료,762000,0,762000
ORD_00001188,CUST_000228,2024-04-11,완료,1081000,0,1081000
ORD_00001189,CUST_000136,2023-09-18,완료,708800,0,708800
ORD_00001190,CUST_000621,2024-09-08,완료,338100,0,338100
ORD_00001191,CUST_000237,2024-11-09,완료,536000,0,536000
ORD_00001192,CUST_000479,2023-01-13,배송중,375599,0,375599
ORD_00001193,CUST_000326,2024-10-21,완료,256500,0,256500
ORD_00001194,CUST_000115,2024-01-29,완료,1412200,0,1412200
ORD_00001195,CUST_000141,2024-08-23,완료,9350,3000,12350
ORD_00001196,CUST_000037,2024-06-14,완료,226000,0,226000
ORD_00001197,CUST_000239,2024-03-09,완료,13600,3000,16600
ORD_00001198,CUST_000402,2024-03-13,완료,396200,0,396200
ORD_00001199,CUST_000484,2023-11-06,완료,1041000,0,1041000
ORD_00001200,CUST_000025,2024-06-29,완료,834000,0,834000
ORD_00001201,CUST_000291,2024-01-27,완료,4185000,0,4185000
ORD_00001202,CUST_000549,2023-11-12,완료,6954000,0,6954000
ORD_00001203,CUST_000358,2023-04-02,완료,28000,3000,31000
ORD_00001204,CUST_000947,2024-10-13,배송중,1518000,0,1518000
ORD_00001205,CUST_000305,2023-12-19,취소,4528000,0,4528000
ORD_00001206,CUST_000227,2023-08-03,배송중,360000,0,360000
ORD_00001207,CUST_000737,2024-02-12,완료,7368000,0,7368000
ORD_00001208,CUST_000955,2023-11-12,완료,44800,3000,47800
ORD_00001209,CUST_000703,2023-06-22,완료,500000,0,500000
ORD_00001210,CUST_000527,2023-01-02,완료,327000,0,327000
ORD_00001211,CUST_000197,2023-03-13,완료,543000,0,543000
ORD_00001212,CUST_000510,2024-03-03,완료,7425000,0,7425000
ORD_00001213,CUST_000580,2024-03-02,취소,2710000,0,2710000
ORD_00001214,CUST_000755,2024-03-17,취소,982000,0,982000
ORD_00001215,CUST_000549,2023-06-30,완료,340500,0,340500
ORD_00001216,CUST_000424,2023-07-10,완료,1074000,0,1074000
ORD_00001217,CUST_000258,2024-05-13,완료,192000,0,192000
ORD_00001218,CUST_000631,2024-05-29,완료,4265000,0,4265000
ORD_00001219,CUST_000043,2024-08-03,완료,1395000,0,1395000
ORD_00001220,CUST_000408,2023-07-10,완료,294000,0,294000
ORD_00001221,CUST_000351,2023-03-02,완료,3288900,0,3288900
ORD_00001222,CUST_000055,2023-09-23,완료,580000,0,580000
ORD_00001223,CUST_000381,2024-03-27,배송중,432600,0,432600
ORD_00001224,CUST_000947,2024-10-01,완료,117599,0,117599
ORD_00001225,CUST_000808,2024-10-13,완료,998000,0,998000
ORD_00001226,CUST_000192,2023-03-23,완료,384000,0,384000
ORD_00001227,CUST_000656,2023-03-29,완료,552600,0,552600
ORD_00001228,CUST_000135,2023-10-11,완료,230000,0,230000
ORD_00001229,CUST_000915,2023-12-17,완료,3621000,0,3621000
ORD_00001230,CUST_000125,2024-05-04,완료,389300,0,389300
ORD_00001231,CUST_000421,2024-11-19,완료,38950,3000,41950
ORD_00001232,CUST_000822,2023-01-10,완료,667000,0,667000
ORD_00001233,CUST_000942,2023-09-30,배송중,254000,0,254000
ORD_00001234,CUST_000503,2024-11-12,완료,215100,0,215100
ORD_00001235,CUST_000931,2023-08-05,완료,681000,0,681000
ORD_00001236,CUST_000596,2023-01-08,완료,362000,0,362000
ORD_00001237,CUST_000348,2024-09-09,배송중,256500,0,256500
ORD_00001238,CUST_000852,2023-09-30,완료,694000,0,694000
ORD_00001239,CUST_000765,2024-04-29,완료,3328000,0,3328000
ORD_00001240,CUST_000919,2024-09-10,완료,1193700,0,1193700
ORD_00001241,CUST_000063,2024-01-15,완료,312000,0,312000
ORD_00001242,CUST_000032,2023-12-18,완료,2144600,0,2144600
ORD_00001243,CUST_000486,2024-01-05,완료,2001000,0,2001000
ORD_00001244,CUST_000543,2024-02-13,완료,2872350,0,2872350
ORD_00001245,CUST_000093,2023-12-31,완료,184000,0,184000
ORD_00001246,CUST_000307,2023-04-13,완료,161000,0,161000
ORD_00001247,CUST_000633,2024-04-12,완료,523200,0,523200
ORD_00001248,CUST_000903,2024-02-16,완료,1642750,0,1642750
ORD_00001249,CUST_000816,2023-01-27,배송중,541800,0,541800
ORD_00001250,CUST_000691,2023-05-06,완료,870000,0,870000
ORD_00001251,CUST_000276,2023-10-14,완료,2946000,0,2946000
ORD_00001252,CUST_000809,2023-09-12,배송중,1334000,0,1334000
ORD_00001253,CUST_000463,2024-04-07,배송중,84000,0,84000
ORD_00001254,CUST_000217,2024-12-03,완료,338100,0,338100
ORD_00001255,CUST_000066,2024-05-01,완료,39000,3000,42000
ORD_00001256,CUST_000401,2024-02-28,완료,40800,3000,43800
ORD_00001257,CUST_000588,2023-07-12,완료,28000,3000,31000
ORD_00001258,CUST_000745,2024-10-15,배송중,5914000,0,5914000
ORD_00001259,CUST_000403,2023-01-18,완료,276000,0,276000
ORD_00001260,CUST_000812,2024-01-04,완료,7772700,0,7772700
ORD_00001261,CUST_000830,2024-11-25,배송중,2501100,0,2501100
ORD_00001262,CUST_000031,2024-09-13,완료,90000,0,90000
ORD_00001263,CUST_000552,2024-02-14,배송중,407700,0,407700
ORD_00001264,CUST_000851,2024-09-19,완료,567000,0,567000
ORD_00001265,CUST_000379,2024-05-02,완료,681000,0,681000
ORD_00001266,CUST_000871,2024-12-17,완료,919000,0,919000
ORD_00001267,CUST_000174,2024-01-30,완료,2264000,0,2264000
ORD_00001268,CUST_000660,2024-09-13,완료,4840000,0,4840000
ORD_00001269,CUST_000040,2023-05-27,완료,465750,0,465750
ORD_00001270,CUST_000455,2024-05-31,완료,547000,0,547000
ORD_00001271,CUST_000439,2024-05-24,완료,351600,0,351600
ORD_00001272,CUST_000128,2024-11-20,완료,4145600,0,4145600
ORD_00001273,CUST_000400,2024-04-01,취소,708800,0,708800
ORD_00001274,CUST_000143,2024-05-08,완료,360000,0,360000
ORD_00001275,CUST_000456,2024-07-07,완료,233600,0,233600
ORD_00001276,CUST_000362,2023-08-05,완료,120000,0,120000
ORD_00001277,CUST_000481,2024-11-06,완료,360000,0,360000
ORD_00001278,CUST_000381,2023-04-02,완료,2275000,0,2275000
ORD_00001279,CUST_000682,2023-01-30,완료,453800,0,453800
ORD_00001280,CUST_000046,2024-01-28,완료,3126000,0,3126000
ORD_00001281,CUST_000215,2023-09-21,배송중,774000,0,774000
ORD_00001282,CUST_000021,2024-05-02,완료,437000,0,437000
ORD_00001283,CUST_000212,2024-11-12,완료,1455600,0,1455600
ORD_00001284,CUST_000644,2024-05-18,완료,1087000,0,1087000
ORD_00001285,CUST_000259,2024-12-09,완료,500000,0,500000
ORD_00001286,CUST_000058,2023-08-18,완료,753000,0,753000
ORD_00001287,CUST_000567,2023-03-08,배송중,2139000,0,2139000
ORD_00001288,CUST_000329,2023-12-18,완료,556000,0,556000
ORD_00001289,CUST_000866,2024-01-26,완료,5608500,0,5608500
ORD_00001290,CUST_000762,2024-03-23,완료,144200,0,144200
ORD_00001291,CUST_000332,2023-08-17,배송중,580000,0,580000
ORD_00001292,CUST_000699,2023-04-29,완료,454000,0,454000
ORD_00001293,CUST_000548,2023-03-31,배송중,536000,0,536000
ORD_00001294,CUST_000840,2023-04-02,취소,353400,0,353400
ORD_00001295,CUST_000142,2024-08-29,완료,3089600,0,3089600
ORD_00001296,CUST_000248,2024-08-09,완료,516000,0,516000
ORD_00001297,CUST_000794,2023-05-11,완료,5468000,0,5468000
ORD_00001298,CUST_000444,2024-08-13,완료,1069500,0,1069500
ORD_00001299,CUST_000970,2023-03-05,완료,8211000,0,8211000
ORD_00001300,CUST_000515,2024-02-02,완료,604000,0,604000
ORD_00001301,CUST_000108,2024-01-09,완료,5069250,0,5069250
ORD_00001302,CUST_000392,2024-11-10,완료,33000,3000,36000
ORD_00001303,CUST_000814,2024-08-27,완료,254000,0,254000
ORD_00001304,CUST_000548,2023-04-20,완료,732700,0,732700
ORD_00001305,CUST_000488,2024-07-05,완료,454000,0,454000
ORD_00001306,CUST_000993,2023-11-20,완료,746850,0,746850
ORD_00001307,CUST_000746,2024-05-26,완료,2002000,0,2002000
ORD_00001308,CUST_000651,2023-05-31,완료,2500200,0,2500200
ORD_00001309,CUST_000878,2023-05-30,완료,207000,0,207000
ORD_00001310,CUST_000943,2024-11-12,완료,256500,0,256500
ORD_00001311,CUST_000004,2023-02-05,완료,2139000,0,2139000
ORD_00001312,CUST_000002,2023-11-24,배송중,4270200,0,4270200
ORD_00001313,CUST_000899,2023-05-07,완료,1120000,0,1120000
ORD_00001314,CUST_000355,2024-12-24,완료,568650,0,568650
ORD_00001315,CUST_000388,2024-05-04,완료,3396000,0,3396000
ORD_00001316,CUST_000106,2023-08-09,완료,234000,0,234000
ORD_00001317,CUST_000536,2023-10-26,완료,3729000,0,3729000
ORD_00001318,CUST_000698,2023-12-08,취소,94500,0,94500
ORD_00001319,CUST_000979,2023-08-04,완료,380097,0,380097
ORD_00001320,CUST_000073,2023-08-19,완료,741000,0,741000
ORD_00001321,CUST_000824,2023-02-23,완료,982000,0,982000
ORD_00001322,CUST_000380,2024-05-14,완료,690000,0,690000
ORD_00001323,CUST_000034,2024-02-06,완료,1500000,0,1500000
ORD_00001324,CUST_000305,2023-06-13,완료,4405400,0,4405400
ORD_00001325,CUST_000631,2024-02-06,완료,1078000,0,1078000
ORD_00001326,CUST_000891,2024-04-29,완료,764000,0,764000
ORD_00001327,CUST_000306,2024-02-05,완료,978200,0,978200
ORD_00001328,CUST_000495,2023-10-17,완료,4950000,0,4950000
ORD_00001329,CUST_000381,2024-12-14,완료,888450,0,888450
ORD_00001330,CUST_000604,2024-02-08,완료,518400,0,518400
ORD_00001331,CUST_000525,2024-08-17,완료,85500,0,85500
ORD_00001332,CUST_000709,2024-12-27,완료,613100,0,613100
ORD_00001333,CUST_000321,2024-11-01,완료,120000,0,120000
ORD_00001334,CUST_000315,2024-08-14,완료,195000,0,195000
ORD_00001335,CUST_000153,2024-03-28,완료,867000,0,867000
ORD_00001336,CUST_000204,2024-05-09,완료,262000,0,262000
ORD_00001337,CUST_000022,2023-05-29,완료,1124450,0,1124450
ORD_00001338,CUST_000977,2023-07-20,완료,2757000,0,2757000
ORD_00001339,CUST_000550,2024-10-28,완료,3102000,0,3102000
ORD_00001340,CUST_000029,2024-08-12,완료,667000,0,667000
ORD_00001341,CUST_000577,2024-11-25,완료,180600,0,180600
ORD_00001342,CUST_000715,2024-01-21,취소,6970000,0,6970000
ORD_00001343,CUST_000111,2023-06-22,완료,680200,0,680200
ORD_00001344,CUST_000066,2023-12-31,완료,606000,0,606000
ORD_00001345,CUST_000389,2023-07-03,배송중,1522000,0,1522000
ORD_00001346,CUST_000953,2023-05-01,배송중,1212600,0,1212600
ORD_00001347,CUST_000817,2023-12-13,완료,681000,0,681000
ORD_00001348,CUST_000631,2024-03-20,배송중,1361700,0,1361700
ORD_00001349,CUST_000887,2024-02-18,완료,2917000,0,2917000
ORD_00001350,CUST_000300,2023-05-02,완료,512500,0,512500
ORD_00001351,CUST_000189,2023-11-06,배송중,352797,0,352797
ORD_00001352,CUST_000985,2024-09-02,완료,956000,0,956000
ORD_00001353,CUST_000868,2024-01-20,완료,576000,0,576000
ORD_00001354,CUST_000939,2024-11-17,완료,675000,0,675000
ORD_00001355,CUST_000119,2024-04-19,완료,283500,0,283500
ORD_00001356,CUST_000834,2024-01-27,배송중,494000,0,494000
ORD_00001357,CUST_000109,2024-10-09,완료,1060550,0,1060550
ORD_00001358,CUST_000483,2023-01-12,완료,270000,0,270000
ORD_00001359,CUST_000019,2023-03-26,완료,766000,0,766000
ORD_00001360,CUST_000435,2024-10-18,완료,3696000,0,3696000
ORD_00001361,CUST_000665,2023-08-19,완료,1135600,0,1135600
ORD_00001362,CUST_000596,2024-08-23,완료,585000,0,585000
ORD_00001363,CUST_000222,2024-08-09,배송중,218000,0,218000
ORD_00001364,CUST_000408,2023-10-08,배송중,6877500,0,6877500
ORD_00001365,CUST_000852,2023-04-07,완료,283500,0,283500
ORD_00001366,CUST_000939,2023-07-05,완료,2428000,0,2428000
ORD_00001367,CUST_000533,2024-05-10,완료,1431000,0,1431000
ORD_00001368,CUST_000603,2024-03-20,완료,3044000,0,3044000
ORD_00001369,CUST_000467,2024-08-08,완료,547400,0,547400
ORD_00001370,CUST_000372,2023-11-30,완료,1629000,0,1629000
ORD_00001371,CUST_000225,2023-07-09,완료,7448000,0,7448000
ORD_00001372,CUST_000032,2024-02-08,완료,558000,0,558000
ORD_00001373,CUST_000738,2024-07-03,배송중,135000,0,135000
ORD_00001374,CUST_000583,2024-05-15,완료,2065500,0,2065500
ORD_00001375,CUST_000610,2024-06-15,취소,352797,0,352797
ORD_00001376,CUST_000251,2024-07-05,완료,510750,0,510750
ORD_00001377,CUST_000426,2024-10-29,완료,1577600,0,1577600
ORD_00001378,CUST_000847,2024-11-05,완료,227000,0,227000
ORD_00001379,CUST_000070,2023-07-05,완료,894000,0,894000
ORD_00001380,CUST_000921,2024-12-12,완료,186000,0,186000
ORD_00001381,CUST_000719,2023-01-06,완료,1925200,0,1925200
ORD_00001382,CUST_000005,2023-05-06,완료,185000,0,185000
ORD_00001383,CUST_000917,2023-05-12,취소,132750,0,132750
ORD_00001384,CUST_000315,2024-10-30,완료,69000,0,69000
ORD_00001385,CUST_000111,2023-03-31,완료,3232250,0,3232250
ORD_00001386,CUST_000911,2023-03-28,완료,919000,0,919000
ORD_00001387,CUST_000808,2024-06-02,완료,2282000,0,2282000
ORD_00001388,CUST_000118,2024-07-11,완료,180600,0,180600
ORD_00001389,CUST_000744,2024-03-09,배송중,276000,0,276000
ORD_00001390,CUST_000034,2023-01-01,완료,2957000,0,2957000
ORD_00001391,CUST_000614,2023-11-04,완료,13600,3000,16600
ORD_00001392,CUST_000938,2024-06-15,완료,6954000,0,6954000
ORD_00001393,CUST_000788,2024-06-30,완료,572000,0,572000
ORD_00001394,CUST_000758,2024-08-13,완료,1570000,0,1570000
ORD_00001395,CUST_000824,2023-11-17,완료,4002000,0,4002000
ORD_00001396,CUST_000494,2024-09-12,완료,6196500,0,6196500
ORD_00001397,CUST_000903,2024-06-06,완료,165000,0,165000
ORD_00001398,CUST_000734,2024-12-05,배송중,45000,3000,48000
ORD_00001399,CUST_000723,2024-11-09,완료,185000,0,185000
ORD_00001400,CUST_000928,2023-08-31,완료,230000,0,230000
ORD_00001401,CUST_000383,2023-07-12,완료,203000,0,203000
ORD_00001402,CUST_000111,2023-11-03,완료,1190097,0,1190097
ORD_00001403,CUST_000942,2024-07-19,완료,192000,0,192000
ORD_00001404,CUST_000146,2024-08-28,완료,1120000,0,1120000
ORD_00001405,CUST_000787,2023-10-12,완료,497000,0,497000
ORD_00001406,CUST_000577,2024-09-29,완료,4950000,0,4950000
ORD_00001407,CUST_000633,2023-03-18,배송중,556797,0,556797
ORD_00001408,CUST_000559,2023-09-24,완료,330000,0,330000
ORD_00001409,CUST_000072,2024-10-27,완료,117599,0,117599
ORD_00001410,CUST_000266,2024-02-14,완료,578000,0,578000
ORD_00001411,CUST_000452,2023-03-27,완료,56000,0,56000
ORD_00001412,CUST_000982,2024-11-23,완료,4131000,0,4131000
ORD_00001413,CUST_000052,2024-12-12,완료,506000,0,506000
ORD_00001414,CUST_000084,2023-07-28,완료,120000,0,120000
ORD_00001415,CUST_000604,2024-10-06,완료,568650,0,568650
ORD_00001416,CUST_000763,2023-10-03,완료,2001000,0,2001000
ORD_00001417,CUST_000585,2024-12-14,완료,395250,0,395250
ORD_00001418,CUST_000136,2023-07-17,완료,1242400,0,1242400
ORD_00001419,CUST_000431,2024-07-31,완료,678000,0,678000
ORD_00001420,CUST_000075,2024-10-25,완료,6238900,0,6238900
ORD_00001421,CUST_000874,2024-03-05,완료,113400,0,113400
ORD_00001422,CUST_000147,2023-11-20,완료,699000,0,699000
ORD_00001423,CUST_000863,2023-01-27,배송중,950000,0,950000
ORD_00001424,CUST_000131,2023-03-21,완료,4244000,0,4244000
ORD_00001425,CUST_000137,2023-05-08,완료,2592800,0,2592800
ORD_00001426,CUST_000921,2024-07-15,배송중,884000,0,884000
ORD_00001427,CUST_000102,2023-03-09,배송중,6250000,0,6250000
ORD_00001428,CUST_000532,2023-04-02,완료,5311200,0,5311200
ORD_00001429,CUST_000348,2023-10-07,완료,305200,0,305200
ORD_00001430,CUST_000581,2023-10-08,완료,81000,0,81000
ORD_00001431,CUST_000076,2023-04-11,완료,2710000,0,2710000
ORD_00001432,CUST_000687,2024-01-23,완료,584000,0,584000
ORD_00001433,CUST_000569,2024-06-23,완료,558000,0,558000
ORD_00001434,CUST_000437,2023-11-10,배송중,2126400,0,2126400
ORD_00001435,CUST_000019,2024-05-16,완료,1214000,0,1214000
ORD_00001436,CUST_000236,2024-06-25,배송중,130700,0,130700
ORD_00001437,CUST_000951,2024-08-08,완료,454000,0,454000
ORD_00001438,CUST_000511,2024-07-18,완료,240000,0,240000
ORD_00001439,CUST_000304,2024-09-14,완료,294000,0,294000
ORD_00001440,CUST_000373,2023-02-19,완료,312200,0,312200
ORD_00001441,CUST_000303,2023-11-22,완료,534700,0,534700
ORD_00001442,CUST_000594,2024-11-25,완료,495000,0,495000
ORD_00001443,CUST_000151,2024-07-18,완료,464550,0,464550
ORD_00001444,CUST_000032,2024-02-17,완료,2035600,0,2035600
ORD_00001445,CUST_000411,2023-05-11,완료,379100,0,379100
ORD_00001446,CUST_000580,2023-01-10,완료,996600,0,996600
ORD_00001447,CUST_000964,2023-06-09,완료,8431500,0,8431500
ORD_00001448,CUST_000766,2023-05-27,완료,606000,0,606000
ORD_00001449,CUST_000498,2024-08-04,완료,661200,0,661200
ORD_00001450,CUST_000090,2023-10-01,완료,44800,3000,47800
ORD_00001451,CUST_000543,2024-10-16,완료,460000,0,460000
ORD_00001452,CUST_000234,2024-12-25,완료,2475000,0,2475000
ORD_00001453,CUST_000363,2024-11-25,취소,523200,0,523200
ORD_00001454,CUST_000419,2024-03-04,완료,774000,0,774000
ORD_00001455,CUST_000748,2024-04-13,취소,180600,0,180600
ORD_00001456,CUST_000072,2024-03-25,완료,3328000,0,3328000
ORD_00001457,CUST_000063,2024-04-24,완료,3735000,0,3735000
ORD_00001458,CUST_000283,2023-10-21,완료,2303000,0,2303000
ORD_00001459,CUST_000603,2023-08-23,완료,22000,3000,25000
ORD_00001460,CUST_000766,2024-10-12,완료,206000,0,206000
ORD_00001461,CUST_000439,2023-11-09,완료,234000,0,234000
ORD_00001462,CUST_000159,2023-11-17,완료,176700,0,176700
ORD_00001463,CUST_000120,2024-10-11,배송중,227000,0,227000
ORD_00001464,CUST_000306,2023-03-20,완료,576000,0,576000
ORD_00001465,CUST_000051,2023-09-03,완료,919000,0,919000
ORD_00001466,CUST_000932,2023-06-19,배송중,377000,0,377000
ORD_00001467,CUST_000856,2023-03-28,완료,395250,0,395250
ORD_00001468,CUST_000964,2023-10-20,완료,464550,0,464550
ORD_00001469,CUST_000858,2024-05-19,완료,226000,0,226000
ORD_00001470,CUST_000262,2024-03-10,완료,714000,0,714000
ORD_00001471,CUST_000246,2024-06-04,완료,464550,0,464550
ORD_00001472,CUST_000628,2023-05-20,완료,1072000,0,1072000
ORD_00001473,CUST_000805,2024-05-24,완료,283500,0,283500
ORD_00001474,CUST_000775,2024-12-02,완료,1123650,0,1123650
ORD_00001475,CUST_000160,2024-12-15,완료,245000,0,245000
ORD_00001476,CUST_000481,2024-02-20,완료,315400,0,315400
ORD_00001477,CUST_000602,2023-07-14,완료,1175000,0,1175000
ORD_00001478,CUST_000133,2024-03-11,완료,4509000,0,4509000
ORD_00001479,CUST_000838,2024-07-01,완료,609000,0,609000
ORD_00001480,CUST_000853,2023-12-20,완료,44800,3000,47800
ORD_00001481,CUST_000726,2024-11-08,완료,541800,0,541800
ORD_00001482,CUST_000070,2024-12-01,완료,33000,3000,36000
ORD_00001483,CUST_000580,2023-02-13,완료,1363000,0,1363000
ORD_00001484,CUST_000808,2023-06-22,배송중,3735000,0,3735000
ORD_00001485,CUST_000174,2024-06-20,완료,1132000,0,1132000
ORD_00001486,CUST_000176,2023-06-29,완료,974000,0,974000
ORD_00001487,CUST_000888,2024-01-11,완료,999000,0,999000
ORD_00001488,CUST_000656,2023-12-28,완료,5221000,0,5221000
ORD_00001489,CUST_000306,2024-05-22,취소,189000,0,189000
ORD_00001490,CUST_000141,2023-06-24,취소,694000,0,694000
ORD_00001491,CUST_000076,2023-04-26,완료,77900,0,77900
ORD_00001492,CUST_000812,2024-11-26,완료,131750,0,131750
ORD_00001493,CUST_000776,2024-07-06,완료,2700000,0,2700000
ORD_00001494,CUST_000543,2023-11-03,완료,460000,0,460000
ORD_00001495,CUST_000573,2023-10-28,완료,322000,0,322000
ORD_00001496,CUST_000140,2023-08-07,완료,254000,0,254000
ORD_00001497,CUST_000987,2024-10-08,완료,678000,0,678000
ORD_00001498,CUST_000014,2024-02-08,완료,347000,0,347000
ORD_00001499,CUST_000929,2023-11-09,완료,1518000,0,1518000
ORD_00001500,CUST_000843,2024-06-11,완료,906000,0,906000
ORD_00001501,CUST_000207,2024-09-24,배송중,390000,0,390000
ORD_00001502,CUST_000628,2023-02-28,완료,379100,0,379100
ORD_00001503,CUST_000039,2023-01-07,배송중,558000,0,558000
ORD_00001504,CUST_000429,2024-04-16,완료,370000,0,370000
ORD_00001505,CUST_000790,2023-11-02,완료,2278000,0,2278000
ORD_00001506,CUST_000395,2023-12-25,완료,894000,0,894000
ORD_00001507,CUST_000989,2023-07-10,배송중,1426000,0,1426000
